source_kind	source_index	source_key	parameter_monomial	coefficient_exact
FIRST	12	('X-2', 12)	(96,)	"(('48827283402464/4215*V^21*U^3 - 16248441129609032/7025*V^19*U^6 + 921303136799480464/21075*V^17*U^9 - 8010091234314042688/21075*V^15*U^12 + 39094241613551943896/21075*V^13*U^15 - 109273879722964330144/21075*V^11*U^18 + 55855356225331713952/7025*V^9*U^21 - 133160098009527845888/21075*V^7*U^24 + 50062399353767447552/21075*V^5*U^27 - 7023727001660837888/21075*V^3*U^30 - 6908781931536384/7025*V*U^33', '1'), ('-18080389621280/843*V^21*U^3 + 1203336028098328/281*V^19*U^6 - 68230376592286256/843*V^17*U^9 + 593215761051695552/843*V^15*U^12 - 2895262939350042184/843*V^13*U^15 + 8092665342591562976/843*V^11*U^18 - 4136566823369175008/281*V^9*U^21 + 9861644090150628352/843*V^7*U^24 - 3707548823601169408/843*V^5*U^27 + 520167053885796352/843*V^3*U^30 + 511654388391936/281*V*U^33', '1'), ('14979171619748/843*V^21*U^3 - 4984676010492599/1405*V^19*U^6 + 282636199236821998/4215*V^17*U^9 - 2457325555051753816/4215*V^15*U^12 + 11993281494823795397/4215*V^13*U^15 - 33522901211485038508/4215*V^11*U^18 + 17135234821177505164/1405*V^9*U^21 - 40850684740051001216/4215*V^7*U^24 + 15358078913286452864/4215*V^5*U^27 - 2154729995951945216/4215*V^3*U^30 - 2119467294194688/1405*V*U^33', '1'), ('-6709622357032/843*V^21*U^3 + 2232786595386166/1405*V^19*U^6 - 126601270714183532/4215*V^17*U^9 + 1100710166171304944/4215*V^15*U^12 - 5372152192031676898/4215*V^13*U^15 + 15015917645580666872/4215*V^11*U^18 - 7675388036651656376/1405*V^9*U^21 + 18298252706481996544/4215*V^7*U^24 - 6879346351956818176/4215*V^5*U^27 + 965168496710892544/4215*V^3*U^30 + 949373269972992/1405*V*U^33', '1'), ('539342261136/281*V^21*U^3 - 538436937390804/1405*V^19*U^6 + 10176640647758136/1405*V^17*U^9 - 88478826122908512/1405*V^15*U^12 + 431831861204594004/1405*V^13*U^15 - 1207030521995265456/1405*V^11*U^18 + 1850921371653062544/1405*V^9*U^21 - 1470875775774285312/1405*V^7*U^24 + 552985252994677248/1405*V^5*U^27 - 77583525822093312/1405*V^3*U^30 - 228941555355648/1405*V*U^33', '1'), ('-283556635936/1405*V^21*U^3 + 283080666270504/7025*V^19*U^6 - 5350320557357936/7025*V^17*U^9 + 46517323219090112/7025*V^15*U^12 - 227033553045233704/7025*V^13*U^15 + 634590572539516256/7025*V^11*U^18 - 973113133064211744/7025*V^9*U^21 + 773305963415206912/7025*V^7*U^24 - 290729374203163648/7025*V^5*U^27 + 40789170757414912/7025*V^3*U^30 + 120364936962048/7025*V*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(97,)	"(('1435741195164592/4215*V^20*U^4 - 184892758546918328/21075*V^18*U^7 + 436707979560861536/4215*V^16*U^10 - 2819509730363249936/4215*V^14*U^13 + 53018963936289956644/21075*V^12*U^16 - 7750881170042071104/1405*V^10*U^19 + 140000864698610865568/21075*V^8*U^22 - 86330104296544633664/21075*V^6*U^25 + 998165280205432576/843*V^4*U^28 - 2904706715955493888/21075*V^2*U^31 - 2872069392543744/7025*U^34', '1'), ('-531644572357840/843*V^20*U^4 + 13692890039067112/843*V^18*U^7 - 161709803842658720/843*V^16*U^10 + 1044044044919876720/843*V^14*U^13 - 3926507716529406476/843*V^12*U^16 + 2870095194678214080/281*V^10*U^19 - 10368261368148335072/843*V^8*U^22 + 6393482548932869056/843*V^6*U^25 - 1848066891597497600/843*V^4*U^28 + 215118374402020352/843*V^2*U^31 + 212701301477376/281*U^34', '1'), ('440454849528394/843*V^20*U^4 - 56721164245298921/4215*V^18*U^7 + 133972716025103252/843*V^16*U^10 - 864965592833478302/843*V^14*U^13 + 32530180037124082391/8430*V^12*U^16 - 2377805422705012728/281*V^10*U^19 + 42949286405063126476/4215*V^8*U^22 - 26484239099475050648/4215*V^6*U^25 + 1531079346953440160/843*V^4*U^28 - 891102215224537216/4215*V^2*U^31 - 881089778846208/1405*U^34', '1'), ('-197292999952196/843*V^20*U^4 + 25407118724469514/4215*V^18*U^7 - 60010416696824968/843*V^16*U^10 + 387444154260686668/843*V^14*U^13 - 7285623958257170747/4215*V^12*U^16 + 1065090702600674352/281*V^10*U^19 - 19238279632370627384/4215*V^8*U^22 + 11863088779658987632/4215*V^6*U^25 - 685816577678117440/843*V^4*U^28 + 399151535041420544/4215*V^2*U^31 + 394666663068672/1405*U^34', '1'), ('15859082231208/281*V^20*U^4 - 2042310600006372/1405*V^18*U^7 + 4823841359574864/281*V^16*U^10 - 31144078623721464/281*V^14*U^13 + 585643228536520206/1405*V^12*U^16 - 256846837551235488/281*V^10*U^19 + 1546438336639747632/1405*V^8*U^22 - 953595416554659936/1405*V^6*U^25 + 55128268633749120/281*V^4*U^28 - 32085157701837312/1405*V^2*U^31 - 95173945325568/1405*U^34', '1'), ('-8337837270608/1405*V^20*U^4 + 1073735112198472/7025*V^18*U^7 - 2536111717500064/1405*V^16*U^10 + 16373851634151664/1405*V^14*U^13 - 307899149962289756/7025*V^12*U^16 + 135036006734253888/1405*V^10*U^19 - 813032621431195232/7025*V^8*U^22 + 501348267782124736/7025*V^6*U^25 - 5796685157153024/281*V^4*U^28 + 16868619496358912/7025*V^2*U^31 + 50037250387968/7025*U^34', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(98,)	"(('-319156457885048/1405*V^19*U^5 + 5952627777222552/1405*V^17*U^8 - 1201535290918725952/21075*V^15*U^11 + 2979476615152756784/7025*V^13*U^14 - 33872032343896483816/21075*V^11*U^17 + 13006029174836199232/4215*V^9*U^20 - 60510716297680322464/21075*V^7*U^23 + 8370230335723190912/7025*V^5*U^26 - 239703860896244224/1405*V^3*U^29 - 2119663598000128/4215*V*U^32', '1'), ('118181326229960/281*V^19*U^5 - 2204214979472040/281*V^17*U^8 + 88983964249923008/843*V^15*U^11 - 220655724896363536/281*V^13*U^14 + 2508513680739983864/843*V^11*U^17 - 4816038462932520640/843*V^9*U^20 + 4481336051022604256/843*V^7*U^23 - 619887141548798848/281*V^5*U^26 + 88760604660436480/281*V^3*U^29 + 784896087746560/843*V*U^32', '1'), ('-97910410390961/281*V^19*U^5 + 1826139544330989/281*V^17*U^8 - 368605461448776664/4215*V^15*U^11 + 914040029373143738/1405*V^13*U^14 - 10391218807050743587/4215*V^11*U^17 + 3989973013560889624/843*V^9*U^20 - 18563400236415684748/4215*V^7*U^23 + 2567808568463006384/1405*V^5*U^26 - 73536044196549568/281*V^3*U^29 - 650267690480896/843*V*U^32', '1'), ('43857023286874/281*V^19*U^5 - 817982931549426/281*V^17*U^8 + 165109493892187376/4215*V^15*U^11 - 409426073216150692/1405*V^13*U^14 + 4654540036959133358/4215*V^11*U^17 - 1787229148269340016/843*V^9*U^20 + 8315106363063567032/4215*V^7*U^23 - 1150198837218981856/1405*V^5*U^26 + 32939010161174912/281*V^3*U^29 + 291274494001664/843*V*U^32', '1'), ('-10576130002956/281*V^19*U^5 + 197256748769244/281*V^17*U^8 - 13272062574058848/1405*V^15*U^11 + 98733180056699448/1405*V^13*U^14 - 374147755938987084/1405*V^11*U^17 + 143663556412457568/281*V^9*U^20 - 668396524990841136/1405*V^7*U^23 + 277370681363993664/1405*V^5*U^26 - 7943248937680128/281*V^3*U^29 - 23413634307072/281*V*U^32', '1'), ('5560350191256/1405*V^19*U^5 - 103706800165944/1405*V^17*U^8 + 6977723954925248/7025*V^15*U^11 - 51908501168020848/7025*V^13*U^14 + 196706408271445784/7025*V^11*U^17 - 75530433452619968/1405*V^9*U^20 + 351406303111715936/7025*V^7*U^23 - 145826320283508864/7025*V^5*U^26 + 4176125457750528/1405*V^3*U^29 + 12309607196672/1405*V*U^32', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(99,)	"(('4047796067192/1405*V^20*U^3 - 837938640144944/1405*V^18*U^6 + 79992120237299304/7025*V^16*U^9 - 2321468054297350924/21075*V^14*U^12 + 12602335186528532896/21075*V^12*U^15 - 12369842673547415872/7025*V^10*U^18 + 55963815505199296016/21075*V^8*U^21 - 40846607520388136864/21075*V^6*U^24 + 13409485405072867712/21075*V^4*U^27 - 117073099936059904/1405*V^2*U^30 - 1039460694059008/4215*U^33', '1'), ('-1498869584840/281*V^20*U^3 + 310282613260880/281*V^18*U^6 - 5924100624650616/281*V^16*U^9 + 171924563441646596/843*V^14*U^12 - 933310700217673184/843*V^12*U^15 + 916092641272714688/281*V^10*U^18 - 4144599160625727664/843*V^8*U^21 + 3025040621608101856/843*V^6*U^24 - 993087076936786048/843*V^4*U^27 + 43351321505390080/281*V^2*U^30 + 384904771164160/843*U^33', '1'), ('1241777705969/281*V^20*U^3 - 257061745460858/281*V^18*U^6 + 24539880447282003/1405*V^16*U^9 - 1424354007510796061/8430*V^14*U^12 + 3866128287593277772/4215*V^12*U^15 - 3794804531496806104/1405*V^10*U^18 + 17168507820486100862/4215*V^8*U^21 - 12530870068874385548/4215*V^6*U^24 + 4113744800411243984/4215*V^4*U^27 - 35915536024059328/281*V^2*U^30 - 318884423693056/843*U^33', '1'), ('-556229654746/281*V^20*U^3 + 115145702196772/281*V^18*U^6 - 10992151947234702/1405*V^16*U^9 + 319005541018140137/4215*V^14*U^12 - 1731755363520302648/4215*V^12*U^15 + 1699807303865156336/1405*V^10*U^18 - 7690292015704285708/4215*V^8*U^21 + 5612954314265154232/4215*V^6*U^24 - 1842670261389780256/4215*V^4*U^27 + 16087650878778752/281*V^2*U^30 + 142837942767104/843*U^33', '1'), ('134134893324/281*V^20*U^3 - 27767409286968/281*V^18*U^6 + 2650759657028388/1405*V^16*U^9 - 25642750165710426/1405*V^14*U^12 + 139204384955667504/1405*V^12*U^15 - 409908873843530784/1405*V^10*U^18 + 618171823068267384/1405*V^8*U^21 - 451188354637586736/1405*V^6*U^24 + 148120101612641088/1405*V^4*U^27 - 3879540251129088/281*V^2*U^30 - 11481799560192/281*U^33', '1'), ('-70520784024/1405*V^20*U^3 + 14598583744368/1405*V^18*U^6 - 1393624318329288/7025*V^16*U^9 + 13481554287663476/7025*V^14*U^12 - 73186045207044704/7025*V^12*U^15 + 215507646410961984/7025*V^10*U^18 - 325000904268953584/7025*V^8*U^21 + 237210137668541536/7025*V^6*U^24 - 77873440956239488/7025*V^4*U^27 + 2039649888127488/1405*V^2*U^30 + 6036501665792/1405*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(100,)	"(('3003071388208/1405*V^19*U^4 - 258036388502304/281*V^17*U^7 + 59578054322510848/4215*V^15*U^10 - 118357992897940992/1405*V^13*U^13 + 5074312816880738144/21075*V^11*U^16 - 7241395800381710848/21075*V^9*U^19 + 5180325862131185152/21075*V^7*U^22 - 555575172505044992/7025*V^5*U^25 + 10001403495809024/1405*V^3*U^28 + 88486402883584/4215*V*U^31', '1'), ('-1112015598160/281*V^19*U^4 + 477745034690400/281*V^17*U^7 - 22061322276520960/843*V^15*U^10 + 43827108068835840/281*V^13*U^13 - 375796261418994976/843*V^11*U^16 + 536287290012104192/843*V^9*U^19 - 383647434081079808/843*V^7*U^22 + 41145093000583168/281*V^5*U^25 - 3703447322132480/281*V^3*U^28 - 32765874503680/843*V*U^31', '1'), ('921278403706/281*V^19*U^4 - 395800367968140/281*V^17*U^7 + 18277279387255936/843*V^15*U^10 - 36309713845306944/281*V^13*U^13 + 1556691202945519508/4215*V^11*U^16 - 2221506151926655936/4215*V^9*U^19 + 1589213749523616064/4215*V^7*U^22 - 170438641610034944/1405*V^5*U^25 + 3068217786503168/281*V^3*U^28 + 27145745625088/843*V*U^31', '1'), ('-412668359204/281*V^19*U^4 + 177290912024760/281*V^17*U^7 - 8186944212641024/843*V^15*U^10 + 16264215003232896/281*V^13*U^13 - 697288899775220872/4215*V^11*U^16 + 995079549232241024/4215*V^9*U^19 - 711856728435406976/4215*V^7*U^22 + 76344603645584896/1405*V^5*U^25 - 1374347205517312/281*V^3*U^28 - 12159397486592/843*V*U^31', '1'), ('99515057976/281*V^19*U^4 - 42753739159440/281*V^17*U^7 + 658094415524352/281*V^15*U^10 - 3922118725319424/281*V^13*U^13 + 56050452895557456/1405*V^11*U^16 - 79987877936324352/1405*V^9*U^19 + 57221464501179648/1405*V^7*U^22 - 18410516552807424/1405*V^5*U^25 + 331424105545728/281*V^3*U^28 + 977413718016/281*V*U^31', '1'), ('-52319569776/1405*V^19*U^4 + 4495515120288/281*V^17*U^7 - 345990017917952/1405*V^15*U^10 + 2062035319002624/1405*V^13*U^13 - 29468259787908256/7025*V^11*U^16 + 42053247478717952/7025*V^9*U^19 - 30083913585986048/7025*V^7*U^22 + 9679241764890624/7025*V^5*U^25 - 174244651696128/1405*V^3*U^28 - 513870626816/1405*V*U^31', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(101,)	"(('231262269220144/7025*V^18*U^5 - 382715877216464/281*V^16*U^8 + 24447856883278336/1405*V^14*U^11 - 690442702721084864/7025*V^12*U^14 + 1893100234796327872/7025*V^10*U^17 - 2495625719702166656/7025*V^8*U^20 + 1540771002239726848/7025*V^6*U^23 - 422555693929204736/7025*V^4*U^26 + 9974732470382592/1405*V^2*U^29 + 29503768707072/1405*U^32', '1'), ('-17126948872976/281*V^18*U^5 + 708584595756400/281*V^16*U^8 - 9052864444894720/281*V^14*U^11 + 51133187048193856/281*V^12*U^14 - 140200262853562688/281*V^10*U^17 + 184822428023204224/281*V^8*U^20 - 114107269937768192/281*V^6*U^23 + 31293862982124544/281*V^4*U^26 - 3693571234467840/281*V^2*U^29 - 10925031997440/281*U^32', '1'), ('70946343487258/1405*V^18*U^5 - 587045439244990/281*V^16*U^8 + 7500082299708352/281*V^14*U^11 - 211813130220959048/1405*V^12*U^14 + 580762871377940104/1405*V^10*U^17 - 765604869841876592/1405*V^8*U^20 + 472675759555267936/1405*V^6*U^23 - 129631095920193152/1405*V^4*U^26 + 3060035683398144/281*V^2*U^29 + 9051128469504/281*U^32', '1'), ('-31779005174372/1405*V^18*U^5 + 262955342507660/281*V^16*U^8 - 3359512872618368/281*V^14*U^11 + 94877483890353232/1405*V^12*U^14 - 260141191038512336/1405*V^10*U^17 + 342937492255666528/1405*V^8*U^20 - 211725716511449024/1405*V^6*U^23 + 58065674219661568/1405*V^4*U^26 - 1370682194973696/281*V^2*U^29 - 4054273191936/281*U^32', '1'), ('7663513501368/1405*V^18*U^5 - 63411733832040/281*V^16*U^8 + 810147206184192/281*V^14*U^11 - 22879724358266208/1405*V^12*U^14 + 62733100638194784/1405*V^10*U^17 - 82699445360423232/1405*V^8*U^20 + 51057699200125056/1405*V^6*U^23 - 14002549038484992/1405*V^4*U^26 + 330540287514624/281*V^2*U^29 + 977688797184/281*U^32', '1'), ('-4029055878768/7025*V^18*U^5 + 6667683665808/281*V^16*U^8 - 425931051489792/1405*V^14*U^11 + 12028906573180608/7025*V^12*U^14 - 32981630145825984/7025*V^10*U^17 + 43478841192200832/7025*V^8*U^20 - 26843343210905856/7025*V^6*U^23 + 7361773749230592/7025*V^4*U^26 - 173779988557824/1405*V^2*U^29 - 514015248384/1405*U^32', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(102,)	"(('353872590294304/4215*V^17*U^6 - 13716883184093312/7025*V^15*U^9 + 402897099131092864/21075*V^13*U^12 - 394111582183215232/4215*V^11*U^15 + 1602133189894296832/7025*V^9*U^18 - 5332591117664920192/21075*V^7*U^21 + 788087470691019264/7025*V^5*U^24 - 18996068536068096/1405*V^3*U^27 - 11175669964800/281*V*U^30', '1'), ('-131036458778080/843*V^17*U^6 + 1015852511448448/281*V^15*U^9 - 29837975910025856/843*V^13*U^12 + 145936666215840640/843*V^11*U^15 - 118651664724854528/281*V^9*U^18 + 394923978480003968/843*V^7*U^21 - 58364617209171456/281*V^5*U^24 + 7034106681169920/281*V^3*U^27 + 20691348480000/281*V*U^30', '1'), ('108560581137628/843*V^17*U^6 - 4208047898323184/1405*V^15*U^9 + 123600257324140048/4215*V^13*U^12 - 120905047659376624/843*V^11*U^15 + 491500373086697824/1405*V^9*U^18 - 1635925490079911344/4215*V^7*U^21 + 241768467386374848/1405*V^5*U^24 - 5827589635836672/281*V^3*U^27 - 17142288768000/281*V*U^30', '1'), ('-48627555700952/843*V^17*U^6 + 1884911460713056/1405*V^15*U^9 - 55364279876707232/4215*V^13*U^12 + 54157014249298016/843*V^11*U^15 - 220157828180858816/1405*V^9*U^18 + 732780324661462496/4215*V^7*U^21 - 108295382093250432/1405*V^5*U^24 + 2610353008885248/281*V^3*U^27 + 7678547712000/281*V*U^30', '1'), ('3908848285296/281*V^17*U^6 - 454546778566464/1405*V^15*U^9 + 4450369082780736/1405*V^13*U^12 - 4353324966341568/281*V^11*U^15 + 53091104628299904/1405*V^9*U^18 - 58903374316540608/1405*V^7*U^21 + 26115453213643008/1405*V^5*U^24 - 629487154086912/281*V^3*U^27 - 1851683328000/281*V*U^30', '1'), ('-2055058448096/1405*V^17*U^6 + 238975813121664/7025*V^15*U^9 - 2339760439185536/7025*V^13*U^12 + 2288739955203968/1405*V^11*U^15 - 27912396471247104/7025*V^9*U^18 + 30968169694875008/7025*V^7*U^21 - 13730075673297408/7025*V^5*U^24 + 330949885888512/1405*V^3*U^27 + 194702745600/281*V*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(103,)	"(('307985013512/843*V^18*U^4 - 862155440866272/7025*V^16*U^7 + 14337644499271568/7025*V^14*U^10 - 282051274335201536/21075*V^12*U^13 + 299732654024720576/7025*V^10*U^16 - 94683218031188928/1405*V^8*U^19 + 340178990452953472/7025*V^6*U^22 - 18861953201689088/1405*V^4*U^25 + 1061055358691328/1405*V^2*U^28 + 3129187590144/1405*U^31', '1'), ('-570223106200/843*V^18*U^4 + 63849983856288/281*V^16*U^7 - 1061825195809072/281*V^14*U^10 + 20888309067391744/843*V^12*U^13 - 22197766450851904/281*V^10*U^16 + 35060510298922560/281*V^8*U^19 - 25193163574825088/281*V^6*U^22 + 6984444743605760/281*V^4*U^25 - 392901119170560/281*V^2*U^28 - 1158715514880/281*U^31', '1'), ('472416244795/843*V^18*U^4 - 264490944646404/1405*V^16*U^7 + 4398484261499726/1405*V^14*U^10 - 86527329587670752/4215*V^12*U^13 + 91951600658829032/1405*V^10*U^16 - 29046796658927496/281*V^8*U^19 + 104359676073444304/1405*V^6*U^22 - 5786445904903616/281*V^4*U^25 + 325509207319296/281*V^2*U^28 + 959968171008/281*U^31', '1'), ('-211609472030/843*V^18*U^4 + 118473464386536/1405*V^16*U^7 - 1970213646467884/1405*V^14*U^10 + 38758198372619968/4215*V^12*U^13 - 41187892842617488/1405*V^10*U^16 + 13010935531706064/281*V^8*U^19 - 46745843730895136/1405*V^6*U^22 + 2591923491958144/281*V^4*U^25 - 145805382987264/281*V^2*U^28 - 429998671872/281*U^31', '1'), ('17009888940/281*V^18*U^4 - 28569899809584/1405*V^16*U^7 + 475117417849896/1405*V^14*U^10 - 3115515782484864/1405*V^12*U^13 + 9932468658485472/1405*V^10*U^16 - 3137589725214816/281*V^8*U^19 + 11272769635137984/1405*V^6*U^22 - 625042872366336/281*V^4*U^25 + 35160997487616/281*V^2*U^28 + 103694266368/281*U^31', '1'), ('-1788573688/281*V^18*U^4 + 15020489330784/7025*V^16*U^7 - 249790729167696/7025*V^14*U^10 + 1637967647160064/7025*V^12*U^13 - 5221948291995072/7025*V^10*U^16 + 1649572917863616/1405*V^8*U^19 - 5926605174029184/7025*V^6*U^22 + 328613325851136/1405*V^4*U^25 - 18485727676416/1405*V^2*U^28 - 54516768768/1405*U^31', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(104,)	"(('193846372126328/4215*V^21*U^3 - 56575455441461128/7025*V^19*U^6 + 3383308969150689176/21075*V^17*U^9 - 31301791682759089472/21075*V^15*U^12 + 53676948253739701904/7025*V^13*U^15 - 93403040785153765768/4215*V^11*U^18 + 732646243467922090784/21075*V^9*U^21 - 118019909375134135552/4215*V^7*U^24 + 223173454579721270272/21075*V^5*U^27 - 6203437506377013248/4215*V^3*U^30 - 18307709695369216/4215*V*U^33', '1'), ('-71779908495560/843*V^21*U^3 + 4189896328868312/281*V^19*U^6 - 250562964427911304/843*V^17*U^9 + 2318165378169969088/843*V^15*U^12 - 3975237082552596016/281*V^13*U^15 + 34586469930921154360/843*V^11*U^18 - 54258720180196349536/843*V^9*U^21 + 43701918187463607040/843*V^7*U^24 - 16527902970431372288/843*V^5*U^27 + 2297088006761768960/843*V^3*U^30 + 6779212384952320/843*V*U^33', '1'), ('59467942379921/843*V^21*U^3 - 17356145938692271/1405*V^19*U^6 + 1037927202990437357/4215*V^17*U^9 - 9602723660804521304/4215*V^15*U^12 + 16466945606818772078/1405*V^13*U^15 - 28654065518962224751/843*V^11*U^18 + 224760278531405512988/4215*V^9*U^21 - 36205997014120768864/843*V^7*U^24 + 68464867266258411904/4215*V^5*U^27 - 1903082632602772736/843*V^3*U^30 - 5616415790144512/843*V*U^33', '1'), ('-26637483423514/843*V^21*U^3 + 7774340783213414/1405*V^19*U^6 - 464918871546615538/4215*V^17*U^9 + 4301349300116913136/4215*V^15*U^12 - 7376041159037062252/1405*V^13*U^15 + 12835019419393173734/843*V^11*U^18 - 100676901773319055192/4215*V^9*U^21 + 16217757109098762176/843*V^7*U^24 - 30667477197156513536/4215*V^5*U^27 + 852448059421172224/843*V^3*U^30 + 2515761879799808/843*V*U^33', '1'), ('2141211498372/281*V^21*U^3 - 1874783846425716/1405*V^19*U^6 + 37371759852020724/1405*V^17*U^9 - 345757083486143328/1405*V^15*U^12 + 1778733811796978088/1405*V^13*U^15 - 1031722506427639932/281*V^11*U^18 + 8092751716448040816/1405*V^9*U^21 - 1303638464929189248/281*V^7*U^24 + 2465156101895382528/1405*V^5*U^27 - 68522673766781952/281*V^3*U^30 - 202225494749184/281*V*U^33', '1'), ('-1125731790472/1405*V^21*U^3 + 985658716007016/7025*V^19*U^6 - 19648025504856424/7025*V^17*U^9 + 181780146873473728/7025*V^15*U^12 - 935160865822801488/7025*V^13*U^15 + 542423214761415032/1405*V^11*U^18 - 4254725834663739616/7025*V^9*U^21 + 685381740369275648/1405*V^7*U^24 - 1296044129451772928/7025*V^5*U^27 + 36025470760855552/1405*V^3*U^30 + 106319094800384/1405*V*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(105,)	"(('31355247703522172/21075*V^20*U^4 - 28433339202127960/843*V^18*U^7 + 2729939262182556752/7025*V^16*U^10 - 54381594632073040112/21075*V^14*U^13 + 71115690663198977644/7025*V^12*U^16 - 161902118277520544568/7025*V^10*U^19 + 119999815071649169056/4215*V^8*U^22 - 125498470701029367488/7025*V^6*U^25 + 36757840449216648448/7025*V^4*U^28 - 2608725556351857664/4215*V^2*U^31 - 38696600679256064/21075*U^34', '1'), ('-2322124253682388/843*V^20*U^4 + 52643298498821000/843*V^18*U^7 - 202175349776676208/281*V^16*U^10 + 4027422173254765648/843*V^14*U^13 - 5266725100303965476/281*V^12*U^16 + 11990236502981076072/281*V^10*U^19 - 44435062935888769120/843*V^8*U^22 + 9294235062993074752/281*V^6*U^25 - 2722232451396814592/281*V^4*U^28 + 965992190985825280/843*V^2*U^31 + 2865814227398656/843*U^34', '1'), ('19238245661116033/8430*V^20*U^4 - 43613717367869225/843*V^18*U^7 + 837487279041561014/1405*V^16*U^10 - 16683116122497232034/4215*V^14*U^13 + 43633561446394595141/2810*V^12*U^16 - 49668124996635332601/1405*V^10*U^19 + 36813389954140830892/843*V^8*U^22 - 38500260502958277416/1405*V^6*U^25 + 11276523330649719136/1405*V^4*U^28 - 800301493231243648/843*V^2*U^31 - 11871293717032448/4215*U^34', '1'), ('-4308694982428861/4215*V^20*U^4 + 19535898282848650/843*V^18*U^7 - 375135789470425276/1405*V^16*U^10 + 7472870447181083956/4215*V^14*U^13 - 9772393521804912497/1405*V^12*U^16 + 22247849905794110634/1405*V^10*U^19 - 16489826710363572728/843*V^8*U^22 + 17245426862033027344/1405*V^6*U^25 - 5051094611211429824/1405*V^4*U^28 + 358479155434149632/843*V^2*U^31 + 5317510190328832/4215*U^34', '1'), ('346347554409378/1405*V^20*U^4 - 1570361935817700/281*V^18*U^7 + 90464071221819144/1405*V^16*U^10 - 600694738048103688/1405*V^14*U^13 + 2356614666950885118/1405*V^12*U^16 - 5365073487793068396/1405*V^10*U^19 + 1325508344651815344/281*V^8*U^22 - 4158738162786311136/1405*V^6*U^25 + 1218072483304880256/1405*V^4*U^28 - 28815773522535936/281*V^2*U^31 - 427439551297536/1405*U^34', '1'), ('-182090584161028/7025*V^20*U^4 + 165122068048040/281*V^18*U^7 - 47561056414723344/7025*V^16*U^10 + 315812409705507088/7025*V^14*U^13 - 1238978984792606268/7025*V^12*U^16 + 2820661942091748696/7025*V^10*U^19 - 696879725914504544/1405*V^8*U^22 + 2186436866071935936/7025*V^6*U^25 - 640395831331021056/7025*V^4*U^28 + 15149756269300736/1405*V^2*U^31 + 224724316942336/7025*U^34', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
