Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
888	:	1788393134.120	    76.184	0	0	0	0	run_cell 6 93
889	:	1788393190.230	    75.434	0	0	0	0	run_cell 6 94
623	:	1788361240.917	 32034.200	0	0	0	0	run_cell 5 27
890	:	1788393210.309	    75.032	0	0	0	0	run_cell 6 95
892	:	1788393275.122	    50.643	0	0	0	0	run_cell 6 97
891	:	1788393265.670	    76.911	0	0	0	0	run_cell 6 96
893	:	1788393285.347	    76.389	0	0	0	0	run_cell 6 98
894	:	1788393325.769	    77.536	0	0	0	0	run_cell 6 99
895	:	1788393342.586	    76.726	0	0	0	0	run_cell 6 100
896	:	1788393361.740	    77.453	0	0	0	0	run_cell 6 101
897	:	1788393403.310	    77.577	0	0	0	0	run_cell 6 102
898	:	1788393419.317	    80.022	0	0	0	0	run_cell 6 103
899	:	1788393439.197	    77.382	0	0	0	0	run_cell 6 104
900	:	1788393480.891	    78.766	0	0	0	0	run_cell 6 105
901	:	1788393499.343	    78.910	0	0	0	0	run_cell 6 106
902	:	1788393516.584	    79.490	0	0	0	0	run_cell 6 107
903	:	1788393559.661	    81.647	0	0	0	0	run_cell 6 108
904	:	1788393578.257	    80.443	0	0	0	0	run_cell 6 109
905	:	1788393596.080	    80.176	0	0	0	0	run_cell 6 110
906	:	1788393641.312	    75.568	0	0	0	0	run_cell 6 111
907	:	1788393658.704	    82.562	0	0	0	0	run_cell 6 112
908	:	1788393676.260	    82.819	0	0	0	0	run_cell 6 113
909	:	1788393716.884	    54.060	0	0	0	0	run_cell 6 114
910	:	1788393741.271	    84.575	0	0	0	0	run_cell 6 115
912	:	1788393770.949	    56.135	0	0	0	0	run_cell 6 117
911	:	1788393759.084	    82.641	0	0	0	0	run_cell 6 116
914	:	1788393827.088	    57.366	0	0	0	0	run_cell 6 119
913	:	1788393825.851	    85.156	0	0	0	0	run_cell 6 118
915	:	1788393841.730	    88.240	0	0	0	0	run_cell 6 120
916	:	1788393884.459	    67.330	0	0	0	0	run_cell 6 121
918	:	1788393929.974	    68.414	0	0	0	0	run_cell 6 123
917	:	1788393911.013	    90.957	0	0	0	0	run_cell 6 122
919	:	1788393951.795	    92.901	0	0	0	0	run_cell 6 124
920	:	1788393998.392	    60.266	0	0	0	0	run_cell 6 125
921	:	1788394001.976	    95.615	0	0	0	0	run_cell 6 126
922	:	1788394044.700	    80.476	0	0	0	0	run_cell 6 127
923	:	1788394058.661	    84.157	0	0	0	0	run_cell 6 128
924	:	1788394097.597	   108.484	0	0	0	0	run_cell 6 129
925	:	1788394125.181	    96.617	0	0	0	0	run_cell 6 130
926	:	1788394142.822	   101.731	0	0	0	0	run_cell 6 131
434	:	1788354992.554	 39271.174	0	0	0	0	run_cell 4 37
928	:	1788394221.801	    66.889	0	0	0	0	run_cell 6 133
927	:	1788394206.085	    97.152	0	0	0	0	run_cell 6 132
838	:	1788386982.219	  7321.679	0	0	0	0	run_cell 6 43
930	:	1788394263.732	    66.935	0	0	0	0	run_cell 6 135
929	:	1788394244.558	   103.105	0	0	0	0	run_cell 6 134
931	:	1788394288.695	    69.264	0	0	0	0	run_cell 6 136
932	:	1788394303.241	    68.870	0	0	0	0	run_cell 6 137
934	:	1788394330.672	    70.764	0	0	0	0	run_cell 6 139
933	:	1788394303.903	   108.073	0	0	0	0	run_cell 6 138
935	:	1788394347.668	    74.737	0	0	0	0	run_cell 6 140
936	:	1788394357.962	    72.481	0	0	0	0	run_cell 6 141
937	:	1788394372.115	    72.098	0	0	0	0	run_cell 6 142
938	:	1788394401.440	    73.240	0	0	0	0	run_cell 6 143
940	:	1788394422.410	    73.697	0	0	0	0	run_cell 6 145
941	:	1788394430.447	    75.708	0	0	0	0	run_cell 6 146
942	:	1788394444.218	    75.226	0	0	0	0	run_cell 6 147
939	:	1788394411.981	   114.611	0	0	0	0	run_cell 6 144
943	:	1788394474.684	    85.457	0	0	0	0	run_cell 6 148
944	:	1788394496.111	    81.474	0	0	0	0	run_cell 6 149
946	:	1788394519.448	    76.472	0	0	0	0	run_cell 6 151
945	:	1788394506.160	   117.080	0	0	0	0	run_cell 6 150
947	:	1788394526.597	   120.395	0	0	0	0	run_cell 6 152
949	:	1788394577.590	    89.883	0	0	0	0	run_cell 6 154
950	:	1788394595.924	    80.207	0	0	0	0	run_cell 6 155
948	:	1788394560.147	   121.898	0	0	0	0	run_cell 6 153
951	:	1788394623.246	   122.463	0	0	0	0	run_cell 6 156
954	:	1788394676.134	    80.353	0	0	0	0	run_cell 6 159
952	:	1788394646.996	   135.521	0	0	0	0	run_cell 6 157
953	:	1788394667.477	   128.351	0	0	0	0	run_cell 6 158
955	:	1788394682.050	   127.588	0	0	0	0	run_cell 6 160
957	:	1788394756.492	    82.674	0	0	0	0	run_cell 6 162
956	:	1788394745.714	   126.496	0	0	0	0	run_cell 6 161
959	:	1788394795.833	    83.545	0	0	0	0	run_cell 6 164
958	:	1788394782.523	   129.313	0	0	0	0	run_cell 6 163
960	:	1788394809.643	   107.694	0	0	0	0	run_cell 6 165
961	:	1788394839.171	   111.516	0	0	0	0	run_cell 6 166
963	:	1788394879.382	   120.486	0	0	0	0	run_cell 6 168
962	:	1788394872.214	   130.358	0	0	0	0	run_cell 6 167
965	:	1788394917.341	    85.653	0	0	0	0	run_cell 6 170
964	:	1788394911.842	   122.726	0	0	0	0	run_cell 6 169
966	:	1788394950.693	   131.926	0	0	0	0	run_cell 6 171
969	:	1788395002.998	    86.798	0	0	0	0	run_cell 6 174
968	:	1788395002.577	   107.943	0	0	0	0	run_cell 6 173
967	:	1788394999.874	   136.919	0	0	0	0	run_cell 6 172
970	:	1788395034.573	   132.246	0	0	0	0	run_cell 6 175
972	:	1788395089.800	    89.350	0	0	0	0	run_cell 6 177
971	:	1788395082.625	   130.959	0	0	0	0	run_cell 6 176
817	:	1788379809.390	 15410.432	0	0	0	0	run_cell 6 22
973	:	1788395110.524	   140.539	0	0	0	0	run_cell 6 178
976	:	1788395179.154	    90.986	0	0	0	0	run_cell 6 181
974	:	1788395136.798	   151.289	0	0	0	0	run_cell 6 179
975	:	1788395166.823	   138.684	0	0	0	0	run_cell 6 180
978	:	1788395219.828	    91.689	0	0	0	0	run_cell 6 183
980	:	1788395270.143	    92.396	0	0	0	0	run_cell 6 185
977	:	1788395213.589	   154.292	0	0	0	0	run_cell 6 182
979	:	1788395251.068	   142.393	0	0	0	0	run_cell 6 184
983	:	1788395311.522	    92.723	0	0	0	0	run_cell 6 188
981	:	1788395288.092	   126.224	0	0	0	0	run_cell 6 186
982	:	1788395305.511	   144.357	0	0	0	0	run_cell 6 187
984	:	1788395362.542	   117.826	0	0	0	0	run_cell 6 189
987	:	1788395404.250	    95.805	0	0	0	0	run_cell 6 192
985	:	1788395367.886	   145.807	0	0	0	0	run_cell 6 190
841	:	1788389024.251	  6497.171	0	0	0	0	run_cell 6 46
988	:	1788395414.321	   109.383	0	0	0	0	run_cell 6 193
986	:	1788395393.466	   148.195	0	0	0	0	run_cell 6 191
989	:	1788395449.872	   146.954	0	0	0	0	run_cell 6 194
996	:	1788395596.832	     0.083	0	0	0	0	run_cell 7 2
997	:	1788395596.919	     0.081	0	0	0	0	run_cell 7 3
998	:	1788395597.003	     0.083	0	0	0	0	run_cell 7 4
999	:	1788395597.090	     0.081	0	0	0	0	run_cell 7 5
1000	:	1788395597.173	     0.117	0	0	0	0	run_cell 7 6
1001	:	1788395597.294	     0.840	0	0	0	0	run_cell 7 7
1002	:	1788395598.137	     8.971	0	0	0	0	run_cell 7 8
994	:	1788395523.710	    97.957	0	0	0	0	run_cell 6 199
991	:	1788395500.060	   125.667	0	0	0	0	run_cell 6 196
990	:	1788395480.373	   151.889	0	0	0	0	run_cell 6 195
993	:	1788395521.426	   139.548	0	0	0	0	run_cell 6 198
992	:	1788395513.697	   150.619	0	0	0	0	run_cell 6 197
1003	:	1788395607.113	    78.054	0	0	0	0	run_cell 7 9
995	:	1788395541.666	   149.126	0	0	0	0	run_cell 6 200
1004	:	1788395621.671	   333.585	0	0	0	0	run_cell 7 10
622	:	1788360615.870	 35387.212	0	0	0	0	run_cell 5 26
1007	:	1788395660.978	   358.456	0	0	0	0	run_cell 7 13
1005	:	1788395625.731	   583.173	0	0	0	0	run_cell 7 11
1008	:	1788395664.321	   614.154	0	0	0	0	run_cell 7 14
1006	:	1788395632.266	   718.177	0	0	0	0	run_cell 7 12
